cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml]
0.0,0.0,0.335156,14.073,1.449,1.971,46.709,0.0,0.0,0.0,1.159721,1.222822,0.975994
0.011904529333307311,0.0067030000000000145,0.341859,14.926,1.192,3.941,46.284,-0.00206046682858887,0.000597832820835824,-0.000191492483223116,1.15569,1.220314,0.971416
0.023809058666614525,0.013405999999999973,0.348562,16.632,0.753,5.419,46.284,-0.00466431089827009,0.00118182655733106,0.000396480508314855,1.152168,1.219617,0.967231
0.0357153640001208,0.020110000000000017,0.355266,19.404,0.617,10.345,45.859,-0.00739853607068511,0.00245265269999726,0.00198852363015355,1.15174,1.215708,0.961905
0.04761989333342801,0.026812999999999976,0.361969,27.932,0.567,9.853,45.859,-0.0114349976007337,0.00414556767060467,0.00279933865678288,1.154565,1.212622,0.958572
0.05952442266673532,0.03351599999999999,0.368672,32.197,0.567,14.286,45.435,-0.0169247522230038,0.00593063787681637,0.00292992945122097,1.154627,1.217387,0.959865
0.07142895200004264,0.040219000000000005,0.375375,38.807,0.578,14.779,46.072,-0.0214236883333034,0.00788188374961434,0.00339986427943268,1.157809,1.219587,0.96025
0.08333348133334985,0.046921999999999964,0.382078,45.416,0.563,1.971,47.133,-0.0262357373129483,0.00921630028981888,0.00428447346640857,1.161012,1.220243,0.958968
0.09523801066665716,0.05362499999999998,0.388781,51.813,0.581,8.867,48.832,-0.0280056809206058,0.00981657283103453,0.0058732061854186,1.160776,1.218764,0.958499
0.10714253999996447,0.06032799999999999,0.395484,57.144,0.585,17.242,52.017,-0.0281730290160233,0.00934630551245986,0.00860497690617184,1.157348,1.216716,0.957275
0.11904706933327178,0.06703100000000001,0.402187,60.342,0.585,19.212,56.051,-0.0267481923476285,0.00840440736238165,0.0112995394818841,1.159384,1.213913,0.955072
0.13095337466677795,0.073735,0.408891,62.687,0.603,21.183,59.872,-0.0237853520072433,0.00658993684386558,0.0118979698788646,1.157253,1.210123,0.952152
0.14285790400008527,0.08043800000000001,0.415594,64.18,0.588,20.69,63.269,-0.0206767368455367,0.00352387486081437,0.0112321409409629,1.155064,1.20587,0.948694
0.15476243333339249,0.08714099999999997,0.422297,64.819,0.596,20.197,64.968,-0.0190825582223624,0.000398472422518677,0.0116868362214591,1.154192,1.203112,0.944785
0.16666696266669978,0.09384399999999998,0.429,65.246,0.603,20.69,66.454,-0.0187299993217765,-0.00357763640834763,0.0114619392421088,1.152762,1.200513,0.941609
0.1785714920000071,0.100547,0.435703,65.246,0.592,17.734,67.728,-0.0194180714306688,-0.00710031409724609,0.0113371493547317,1.148534,1.194317,0.937337
0.19047602133331443,0.10725000000000001,0.442406,65.672,0.599,17.734,67.728,-0.0192528885946523,-0.0109123190960571,0.0126032553246835,1.145341,1.189452,0.933505
0.20238055066662164,0.11395299999999997,0.449109,66.099,0.585,18.72,69.214,-0.0193049553338521,-0.0150361106652405,0.0134398220419873,1.14293,1.184105,0.929495
0.21428507999992893,0.12065599999999999,0.455812,65.886,0.596,19.212,69.426,-0.0213502864234608,-0.0186645914995475,0.0132602022602864,1.140053,1.178936,0.925558
0.2261913853334351,0.12735999999999997,0.462516,65.886,0.588,18.72,69.639,-0.0211451249194461,-0.0228361634112042,0.012720583933732,1.131362,1.172902,0.921099
0.23809591466674243,0.134063,0.469219,65.459,0.571,15.271,69.214,-0.0203166699651087,-0.0269396588655654,0.0125891382353442,1.129526,1.168023,0.917804
0.2500004440000497,0.140766,0.475922,65.246,0.581,23.646,70.276,-0.0251097144745918,-0.0299913136040105,0.0118897717975982,1.127002,1.163963,0.914441
0.26190497333335705,0.14746900000000002,0.482625,65.246,0.56,16.256,69.851,-0.0247617441205904,-0.0336708439793954,0.0110233122093178,1.123301,1.158525,0.910371
0.27380950266666426,0.15417199999999998,0.489328,64.606,0.585,19.212,69.639,-0.0252769844704669,-0.0348005409450062,0.012069124894596,1.100432,1.153186,0.907818
0.2857140319999716,0.160875,0.496031,64.18,0.571,17.242,69.639,-0.0345175568267046,-0.0376815841377118,0.00658059867144985,1.118936,1.15162,0.905309
0.2976185613332789,0.167578,0.502734,63.967,0.578,16.256,69.002,-0.0430197643656404,-0.0404942033399331,0.00157250432768723,1.096203,1.145698,0.902065
0.30952486666678497,0.17428199999999994,0.509438,63.753,0.603,15.764,69.214,-0.0421232615937055,-0.0438863442315695,0.00177496468510606,1.092367,1.139494,0.898294
0.3214293960000923,0.18098499999999995,0.516141,63.753,0.588,16.749,69.426,-0.0487674631172537,-0.0470793778877614,-0.00285839621408035,1.088875,1.13845,0.895806
0.33333392533339956,0.18768799999999997,0.522844,63.114,0.617,15.764,69.214,-0.0483295854297315,-0.0498134496487026,-0.00340151807480115,1.085712,1.133106,0.892706
0.3452384546667069,0.19439099999999998,0.529547,62.9,0.617,12.808,69.002,-0.0447485440652084,-0.0526762482165562,-0.00257179863405093,1.082188,1.129125,0.889831
0.3571429840000142,0.201094,0.53625,62.474,0.646,13.301,68.577,-0.0412550965461151,-0.0556022098433788,-0.00304044921436893,1.081975,1.125724,0.888319
0.36904751333332153,0.207797,0.542953,62.048,0.724,12.808,68.365,-0.0408371595066275,-0.0583136563580974,-0.00476643034053404,1.076669,1.121215,0.886415
0.38095204266662885,0.21450000000000002,0.549656,61.834,0.753,12.808,67.94,-0.0385349313392722,-0.0614545067767178,-0.00557172846203946,1.076301,1.122436,0.884416
0.3928565719999361,0.22120300000000004,0.556359,60.981,0.756,12.316,67.303,-0.0370743622089017,-0.0642291568381701,-0.00480071356050541,1.074014,1.118935,0.882287
0.4047611013332433,0.22790599999999994,0.563062,60.555,0.71,10.345,66.666,-0.0360915068504498,-0.0665146468854736,-0.00533905234726575,1.074225,1.117803,0.881703
0.41666740666674956,0.23460999999999999,0.569766,59.702,0.66,9.853,65.817,-0.0347626149851048,-0.0689980262920666,-0.00591687466714444,1.070009,1.115001,0.880342
0.42857193600005683,0.241313,0.576469,59.063,0.649,8.375,65.605,-0.0332408125096711,-0.0706701399240387,-0.00543375508970368,1.066053,1.11097,0.878794
0.44047646533336415,0.24801600000000001,0.583172,58.21,0.628,8.375,64.755,-0.032464862020895,-0.0724673397797374,-0.00484936165330714,1.062489,1.108253,0.877479
