baseline ischemic flow [ml/cycle],mild_sten ischemic flow [ml/cycle],mild_sten_dob ischemic flow [ml/cycle],mod_sten ischemic flow [ml/cycle],mod_sten_dob ischemic flow [ml/cycle]
0.01230128384791589,0.012773018652950127,0.012042896069919031,0.005168486156107868,0.004461108651772682
