cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml],Unnamed: 13
0.0,0.0,0.563062,7.676,1.231,23.153,44.373,0.0,0.0,0.0,1.069275,1.203368,0.906693,
0.01204975195916321,0.006704000000000043,0.569766,8.743,1.285,23.646,44.373,-0.00203807499940787,-0.001035707104103,-0.00157481093098368,1.059918,1.20064,0.904233,
0.02409770652095776,0.013407000000000058,0.576469,10.022,0.742,24.138,44.161,-0.00341899800577463,-0.00277160916908531,-0.00348786228940162,1.049873,1.194773,0.901087,
0.03614566108275231,0.020110000000000072,0.583172,12.581,0.624,23.153,44.373,-0.00632881413927781,-0.00327601598574727,-0.00562217251510758,1.040271,1.185049,0.894324,
0.048193615644546856,0.026813000000000087,0.589875,20.043,0.578,22.168,44.161,-0.00981494191373167,-0.00176245095288339,-0.00689676393334174,1.035472,1.174725,0.890129,
0.060241570206341404,0.0335160000000001,0.596578,23.881,0.596,23.153,43.736,-0.0136847118176919,-0.00271831263275077,-0.00775535847245861,1.03222,1.173317,0.889337,
0.07228952476813576,0.040219000000000005,0.603281,30.491,0.596,20.197,44.586,-0.0180537294671047,-0.00284842442602977,-0.00656373969730514,1.027506,1.170885,0.890645,
0.0843374793299303,0.04692200000000002,0.609984,36.674,0.592,17.734,45.01,-0.0219717971987684,-0.00333471585333951,-0.00659116483912176,1.028122,1.172386,0.88998,
0.09638543389172485,0.053625000000000034,0.616687,43.284,0.603,16.256,45.859,-0.0252388621127117,-0.00401211581281809,-0.00717985517459088,1.029673,1.169492,0.888257,
0.10843518585088806,0.06032900000000008,0.623391,48.828,0.603,13.793,47.133,-0.0251154791156069,-0.00630522368723454,-0.00900254890260383,1.027603,1.164818,0.885692,
0.12048314041268261,0.06703200000000009,0.630094,53.306,0.606,18.227,50.106,-0.021454435266264,-0.00838231281694908,-0.0156884057331502,1.025563,1.159074,0.883598,
0.13253109497447696,0.073735,0.636797,57.144,0.613,23.153,54.352,-0.0179398869283249,-0.0111534538070109,-0.0179318412143768,1.022601,1.153835,0.881822,
0.14457904953627151,0.08043800000000001,0.6435,59.702,0.613,25.616,57.749,-0.0136306771576922,-0.0156180239865709,-0.0200400614086319,1.022615,1.148761,0.877909,
0.15662700409806604,0.08714100000000002,0.650203,61.408,0.628,26.109,60.934,-0.00669817606993958,-0.0233370631647321,-0.024656826715531,1.01883,1.142622,0.87542,
0.1686749586598606,0.09384400000000004,0.656906,62.048,0.624,26.601,63.057,-0.00269706531239284,-0.0299696774142954,-0.0258719835918826,1.011894,1.137707,0.872835,
0.18072291322165515,0.10054700000000005,0.663609,62.474,0.628,24.138,64.755,0.00101961024190674,-0.0362713921734556,-0.0306663574152324,1.009037,1.131566,0.869855,
0.1927708677834497,0.10725000000000007,0.670312,63.114,0.635,22.168,65.817,0.00787976962204272,-0.0428732423726367,-0.0313763126913321,0.999984,1.123094,0.867561,
0.2048206197426127,0.113954,0.677016,63.327,0.624,21.183,66.029,0.0151449333083919,-0.0517698492093122,-0.0313341044921274,0.99314,1.116744,0.863956,
0.21686857430440726,0.12065700000000001,0.683719,63.753,0.631,20.69,67.091,0.0226993792148349,-0.0592534875370645,-0.0312098056912455,0.987363,1.109527,0.86246,
