cardiac cycle [%],t abs [s],t [s],ECG [mV],AoP [mmHg],LVP [mmHg],LAD Flow [ml/s],rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml]
0.0,0.0,0.180984,0.635,91.624,9.103,51.47,0.0,0.0,0.0,0.956443,0.886685,0.948778
0.011766233857408107,0.006703999999999988,0.187688,1.249,91.422,12.343,50.98,-0.00567929913066358,0.00598537508990344,-0.00279232717703742,0.947586,0.883587,0.949171
0.02353071260833395,0.013407000000000002,0.194391,1.606,91.422,18.823,50.49,-0.00985450723191929,0.0107200835082414,-0.00689026404852819,0.9416,0.882802,0.949405
0.03529519135925975,0.02010999999999999,0.201094,0.892,91.826,28.948,50.49,-0.0109303407757333,0.0123784387651118,-0.0116269733555886,0.935759,0.877256,0.946337
0.047059670110185595,0.026813000000000003,0.207797,0.538,91.422,38.87,48.039,-0.00804001557451451,0.0106367871876212,-0.0164998176309304,0.929835,0.87048,0.938382
0.05882414886111139,0.03351599999999999,0.2145,0.578,90.816,51.628,44.608,-0.00497370446018582,0.00524539487571894,-0.0183937163816461,0.925401,0.869782,0.928028
0.07058862761203723,0.040219000000000005,0.221203,0.549,92.633,73.7,40.686,0.00142902357313991,0.000251510262533733,-0.0214962430864492,0.91644,0.864236,0.929794
0.08235310636296303,0.04692199999999999,0.227906,0.578,98.485,96.38,36.274,0.00857867481431438,-0.00544621392448592,-0.0236562356024064,0.915867,0.863649,0.930001
0.09411758511388887,0.053625000000000006,0.234609,0.542,106.76,109.745,31.372,0.0171478761735363,-0.00904800332486065,-0.0267394530176516,0.914408,0.858804,0.927863
0.10588206386481466,0.06032799999999999,0.241312,0.553,110.998,112.378,30.882,0.0236822994123109,-0.0149732759042476,-0.0307844087375591,0.908683,0.856432,0.92495
0.11764829772222278,0.06703199999999998,0.248016,0.567,111.402,112.378,36.274,0.0323829902618941,-0.0251895913114288,-0.034260121248792,0.903902,0.85376,0.922328
0.12941277647314858,0.07373499999999997,0.254719,0.531,111.402,110.96,39.215,0.0398149634002826,-0.0369375989338014,-0.0373303153721253,0.899974,0.851341,0.919412
0.14117725522407443,0.08043799999999998,0.261422,0.574,111.805,110.15,38.235,0.0507241715559389,-0.0472761531817385,-0.0406904685230207,0.892914,0.847406,0.916058
0.15294173397500027,0.087141,0.268125,0.546,112.613,110.15,36.764,0.0607773728375081,-0.0588049725009254,-0.0450637785243439,0.889183,0.844979,0.914449
0.16470621272592612,0.09384400000000001,0.274828,0.549,114.025,110.353,35.784,0.0701391121985913,-0.0685771271036137,-0.0477583108086535,0.886077,0.842838,0.912206
0.17647069147685185,0.10054699999999997,0.281531,0.563,115.438,110.96,35.784,0.0812702379737896,-0.0787988933078178,-0.0534185207914257,0.881155,0.840186,0.910522
0.1882351702277777,0.10724999999999998,0.288234,0.528,116.043,111.568,36.274,0.0934571360312042,-0.0894678675126979,-0.0541103352283158,0.8766,0.837929,0.909755
0.19999964897870354,0.113953,0.294937,0.563,117.053,111.568,35.784,0.104055325359444,-0.100524010221619,-0.054882680831112,0.872684,0.8347,0.90796
0.21176588283611164,0.12065699999999999,0.301641,0.528,117.456,111.568,35.294,0.116011284313032,-0.110295156880888,-0.0604538595149739,0.86931,0.831587,0.906708
0.22353036158703748,0.12736,0.308344,0.535,118.667,111.973,34.804,0.127196623688809,-0.118621022260397,-0.0664027464893863,0.867389,0.829253,0.905228
0.23529484033796333,0.13406300000000002,0.315047,0.549,118.667,111.973,33.823,0.134903087066839,-0.126308505330474,-0.0716676048717343,0.863457,0.825793,0.904179
0.2470593190888891,0.14076599999999997,0.32175,0.506,119.878,112.175,33.823,0.141008380027012,-0.133111858826576,-0.0764492567148798,0.859305,0.823424,0.9028
0.2588237978398149,0.147469,0.328453,0.542,120.887,112.175,33.823,0.149604876214203,-0.1407287141777,-0.0797091972359,0.856372,0.822337,0.901235
0.27058827659074075,0.154172,0.335156,0.506,121.291,112.58,33.823,0.15575413645415,-0.147939915659399,-0.0827736132453435,0.853076,0.819873,0.899291
0.2823527553416666,0.16087500000000002,0.341859,0.524,121.896,112.985,34.804,0.16241536000441,-0.154816952317187,-0.0854675163744195,0.84959,0.818823,0.897926
0.2941172340925924,0.16757799999999998,0.348562,0.535,122.502,113.188,35.294,0.168085650617829,-0.161483274883631,-0.0873519016609419,0.847272,0.817704,0.897756
0.30588346795000054,0.17428200000000002,0.355266,0.499,122.703,113.39,34.804,0.175258526474233,-0.16774883273177,-0.0893777317599024,0.845169,0.817653,0.896463
0.31764794670092633,0.18098499999999998,0.361969,0.546,122.905,113.39,34.314,0.183432294014865,-0.172085645168036,-0.0921507361308974,0.841476,0.817605,0.896582
0.3294124254518522,0.187688,0.368672,0.503,122.703,113.39,34.804,0.190618220864503,-0.174957256630393,-0.0945874574461795,0.839205,0.817202,0.895772
0.341176904202778,0.194391,0.375375,0.524,122.502,113.188,34.314,0.197147815809423,-0.178326573273314,-0.0966826118726658,0.838169,0.81613,0.895517
0.35294138295370375,0.20109399999999997,0.382078,0.524,122.098,112.58,33.333,0.204333827144504,-0.18087449951868,-0.098830215676884,0.837148,0.817313,0.895249
0.3647058617046296,0.20779699999999998,0.388781,0.496,121.291,111.77,33.333,0.210813118336147,-0.182648859250026,-0.101107811645934,0.835932,0.817543,0.894579
0.37647034045555544,0.2145,0.395484,0.546,120.887,110.96,33.333,0.215979831094469,-0.184237382790019,-0.102565843747635,0.835399,0.818708,0.894272
0.3882348192064813,0.221203,0.402187,0.531,120.08,110.15,32.843,0.221742359772492,-0.185827631745852,-0.105086790933536,0.834741,0.818166,0.893109
0.4000010530638894,0.227907,0.408891,0.592,119.676,109.543,32.843,0.226953908498054,-0.187340212776762,-0.107577220609273,0.833645,0.818036,0.891662
0.41176553181481523,0.23461,0.415594,0.628,119.071,108.733,32.843,0.229891622564626,-0.188622312534311,-0.109481675791347,0.833101,0.817868,0.891505
0.42353001056574097,0.24131299999999997,0.422297,0.61,118.263,107.315,33.823,0.231887615698549,-0.189728079261148,-0.110772413311134,0.832464,0.818112,0.889131
0.4352944893166668,0.248016,0.429,0.649,117.053,104.683,34.804,0.233059233066909,-0.190567158110134,-0.112062822444104,0.831846,0.817546,0.887735
0.4470589680675927,0.25471900000000003,0.435703,0.606,114.833,100.228,34.804,0.231403655720083,-0.190600251481702,-0.113360576314387,0.832345,0.817209,0.886766
0.45882344681851855,0.26142200000000004,0.442406,0.624,111.604,93.545,34.314,0.228264601044139,-0.190858602856193,-0.115506653874024,0.833823,0.815325,0.884242
0.4705879255694443,0.268125,0.449109,0.624,109.989,82.205,33.333,0.226999024665038,-0.190463134332669,-0.118269227958174,0.835516,0.814784,0.883927
0.48235240432037013,0.274828,0.455812,0.599,115.842,63.778,35.294,0.224350408923499,-0.187903859489443,-0.120419015495987,0.83658,0.817581,0.882382
0.49411863817777824,0.281532,0.462516,0.635,115.64,53.653,47.059,0.223314423069525,-0.185593106177127,-0.122207040580228,0.836505,0.815935,0.881451
0.5058831169287041,0.288235,0.469219,0.599,114.631,45.553,50.49,0.223302072326238,-0.18521835308309,-0.123756231255279,0.837439,0.816113,0.882437
0.5176475956796299,0.29493800000000003,0.475922,0.621,114.227,37.048,50.0,0.223165613499912,-0.185599269353085,-0.124612326135377,0.837477,0.815014,0.882501
0.5294120744305558,0.30164100000000005,0.482625,0.621,113.218,29.758,49.51,0.221493077430275,-0.185189806716901,-0.126278239418161,0.838848,0.813978,0.884296
0.5411765531814815,0.308344,0.489328,0.592,112.814,23.683,49.019,0.220508128998224,-0.183525727067666,-0.128092941113274,0.838677,0.812856,0.88515
0.5529410319324074,0.315047,0.496031,0.631,112.613,18.418,50.0,0.218834717489834,-0.181552949289019,-0.129975477206866,0.838939,0.813402,0.888348
0.5647055106833332,0.32175000000000004,0.502734,0.592,112.007,13.963,50.49,0.215241356095556,-0.179513959673788,-0.131583315697083,0.839841,0.812427,0.890354
0.5764717445407412,0.32845399999999997,0.509438,0.621,111.402,10.723,50.49,0.21128545047118,-0.177222662850289,-0.132628489392776,0.840009,0.813696,0.892583
0.588236223291667,0.335157,0.516141,0.617,110.796,8.495,50.49,0.206285825511814,-0.174920712247976,-0.132191498348192,0.840652,0.815145,0.894493
0.6000007020425929,0.34186,0.522844,0.596,110.393,6.875,50.98,0.20253555280602,-0.169837084871722,-0.131629279631078,0.842782,0.816525,0.896205
0.6117651807935187,0.348563,0.529547,0.635,109.989,5.66,50.49,0.195453277418983,-0.164438881828932,-0.12961202992382,0.840229,0.823242,0.900865
0.6235296595444446,0.355266,0.53625,0.592,109.585,4.85,49.51,0.185137227193327,-0.156869903727323,-0.125750328909489,0.847505,0.830474,0.908073
0.6352941382953704,0.36196900000000004,0.542953,0.624,108.98,4.04,49.51,0.172813339828397,-0.146901309732761,-0.119324139297358,0.853084,0.842923,0.913924
0.6470586170462963,0.36867200000000006,0.549656,0.613,108.576,3.028,48.529,0.15771545314711,-0.136030639284291,-0.110418661213935,0.86313,0.853092,0.918509
0.6588230957972221,0.37537500000000007,0.556359,0.596,107.971,2.623,48.039,0.141733889046754,-0.12421152645679,-0.0973060349617163,0.874522,0.862255,0.924258
0.6705875745481478,0.382078,0.563062,0.631,107.365,2.218,48.039,0.122913637370414,-0.11209918771495,-0.0815366157817144,0.889127,0.867727,0.927599
0.682353808405556,0.388782,0.569766,0.592,106.962,2.015,48.039,0.1043185158308,-0.0988087618433299,-0.0630297956637025,0.900809,0.870254,0.930864
0.6941182871564818,0.39548500000000003,0.576469,0.617,106.558,2.015,47.549,0.0838489053905033,-0.0838283981695113,-0.046254567775331,0.911482,0.8751,0.93464
0.7058827659074077,0.40218800000000005,0.583172,0.61,106.154,2.015,47.549,0.0666101314241943,-0.0701879260824632,-0.0349782844870775,0.919434,0.880481,0.935462
0.7176472446583335,0.40889100000000006,0.589875,0.596,105.549,2.42,47.549,0.0545100069405111,-0.0546303555631569,-0.0253735626191519,0.927178,0.880881,0.935047
0.7294117234092594,0.4155940000000001,0.596578,0.635,105.145,2.42,48.529,0.0459285179590004,-0.0410878999124804,-0.0190981495611706,0.934616,0.882091,0.934049
0.741176202160185,0.422297,0.603281,0.599,104.54,3.028,49.51,0.0364644492180845,-0.028374334722825,-0.0148866992553457,0.938915,0.885358,0.932916
0.7529406809111109,0.429,0.609984,0.631,103.935,3.433,50.98,0.0299322703503006,-0.020111484658095,-0.0147708795170245,0.94418,0.889954,0.936455
0.7647051596620367,0.435703,0.616687,0.617,103.329,4.445,51.961,0.0250911352580055,-0.0132485061043049,-0.0146678822162353,0.949513,0.891444,0.939514
0.7764713935194449,0.44240700000000005,0.623391,0.61,102.522,5.458,51.47,0.0236706487552122,-0.0102024891701018,-0.0146566424079877,0.951069,0.891459,0.94292
0.7882358722703707,0.44911000000000006,0.630094,0.646,101.916,5.66,51.47,0.0226593900907257,-0.0101216912897673,-0.0145086649582754,0.952394,0.891295,0.944546
0.8000003510212964,0.45581299999999997,0.636797,0.617,101.109,5.863,52.941,0.0222711054460035,-0.0118783082207917,-0.0127646461906288,0.952829,0.891772,0.944648
0.8117648297722223,0.462516,0.6435,0.646,100.302,6.065,52.451,0.0222614054223426,-0.0134898227138022,-0.010699267128144,0.952251,0.889745,0.944615
0.8235293085231481,0.469219,0.650203,0.631,99.293,5.863,51.47,0.0216332362476515,-0.0145462199984747,-0.00884553340227798,0.952826,0.890086,0.944873
