baseline ischemic flow [ml/cycle],mild_sten ischemic flow [ml/cycle],mild_sten_dob ischemic flow [ml/cycle],mod_sten ischemic flow [ml/cycle],mod_sten_dob ischemic flow [ml/cycle],baseline ischemic flow [ml/min/g],mild_sten ischemic flow [ml/min/g],mild_sten_dob ischemic flow [ml/min/g],mod_sten ischemic flow [ml/min/g],mod_sten_dob ischemic flow [ml/min/g]
0.013307402686093739,0.00757963482882242,0.028385879807733553,0.012431197156025125,0.022092218428892935,0.9945879814731078,0.5992000141310834,2.523906276129294,1.2056002246808195,2.191364858789134
