cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml],Unnamed: 13
0.7523358584668626,0.399139,0.659447,5.757,0.713,44.828,55.626,0.0294890255200763,-0.0420512876368385,-0.0279501082495966,1.132315,1.09378,0.912035,1.7504165056936725
0.7570085178490311,0.40161800000000003,0.661926,4.904,0.717,44.335,55.626,0.0276034746795168,-0.0397189091248153,-0.0261363311578782,1.134922,1.093411,0.91335,1.5900511986339103
0.7616830621280863,0.40409800000000007,0.664406,4.904,0.699,44.828,55.626,0.0252915613571066,-0.0364353160953642,-0.0242545191335673,1.135906,1.091339,0.916536,1.5900511986339103
0.7663557215102547,0.40657699999999997,0.666885,5.117,0.678,44.828,54.989,0.0228800375180614,-0.0332931507619959,-0.0234974382988857,1.136586,1.089996,0.91813,1.6325683298229547
0.7710283808924232,0.409056,0.669364,5.757,0.667,44.828,54.14,0.0211472021656554,-0.0303348500405517,-0.0223621284202379,1.139073,1.089622,0.918678,1.7504165056936725
0.7757010402745917,0.411535,0.671843,6.397,0.678,44.828,54.989,0.01765806486429,-0.0273037352836877,-0.0214377466944962,1.143163,1.089603,0.917652,1.8558291304680006
0.7803736996567602,0.414014,0.674322,6.61,0.685,44.335,55.414,0.0135523895532022,-0.0243614800524987,-0.0202700299022306,1.144477,1.08966,0.918598,1.888583653863595
0.7850463590389287,0.416493,0.676801,8.102,0.696,44.335,56.263,0.0114878106448037,-0.0218590051615978,-0.018598320564945,1.142686,1.089952,0.918106,2.0921109447804986
0.7897190184210973,0.418972,0.67928,6.823,0.681,44.335,55.626,0.00929201246739145,-0.0190347323666793,-0.0176100772730719,1.145346,1.090901,0.916891,1.9202992578332867
0.7943916778032658,0.421451,0.681759,7.036,0.671,44.335,55.626,0.00766165525300847,-0.016238153529306,-0.0161798436408513,1.147234,1.091205,0.918919,1.9510398268753117
0.7990643371854342,0.42393000000000003,0.684238,5.33,0.66,43.843,54.777,0.00689311014074905,-0.0140933103649807,-0.0146293796787612,1.149742,1.08907,0.917378,1.673351238177753
0.8037388814644896,0.42641000000000007,0.686718,6.183,0.667,43.843,55.201,0.0055338926078875,-0.012223611703245,-0.0132644816149539,1.153051,1.089662,0.917796,1.8218035905764316
0.8084115408466579,0.42888899999999996,0.689197,6.61,0.681,43.843,55.626,0.00363187762936688,-0.00978460146410023,-0.0126228199850645,1.155031,1.090075,0.920192,1.888583653863595
0.8130842002288264,0.431368,0.691676,6.61,0.692,43.843,55.838,0.00234927395660834,-0.00782672575618581,-0.0117676940928967,1.156488,1.089101,0.919015,1.888583653863595
0.8177568596109949,0.433847,0.694155,6.397,0.696,43.35,55.626,0.000731406537443704,-0.00590262018266085,-0.0106575931370626,1.156522,1.087755,0.918766,1.8558291304680006
0.8224295189931634,0.436326,0.696634,5.97,0.685,43.35,55.414,-0.000309375334583259,-0.0033618002012009,-0.00903609818693375,1.156954,1.089851,0.917993,1.7867469274045107
0.827102178375332,0.438805,0.699113,5.97,0.674,42.857,55.414,-0.00233066319703955,-0.0014318983052457,-0.007399051031021,1.157325,1.089952,0.919724,1.7867469274045107
0.8317748377575005,0.441284,0.701592,4.264,0.667,42.365,54.564,-0.00394519833306256,0.000326066802996796,-0.00557517706472597,1.158709,1.087692,0.919132,1.4502076868635434
0.8364493820365557,0.44376400000000005,0.704072,5.757,0.678,42.365,54.989,-0.00555827135176528,0.00176424588606928,-0.00336048756261775,1.159488,1.087987,0.92182,1.7504165056936725
0.8411220414187243,0.44624300000000006,0.706551,5.97,0.685,41.872,55.201,-0.00671040203651534,0.00294280808332962,-0.00127672681771945,1.160024,1.087907,0.922892,1.7867469274045107
0.8457947008008928,0.44872200000000007,0.70903,7.036,0.692,41.872,55.838,-0.00811207827288142,0.00449485771284325,0.000825917367097158,1.160096,1.08738,0.923023,1.9510398268753117
0.850467360183061,0.45120099999999996,0.711509,6.61,0.699,41.38,55.626,-0.00881085577420824,0.00566792379204652,0.00319124061640517,1.160208,1.08875,0.923165,1.888583653863595
0.8551400195652296,0.45367999999999997,0.713988,6.61,0.681,40.887,54.989,-0.00932783045768629,0.00663750630050641,0.0050409715667018,1.160261,1.088039,0.922661,1.888583653863595
0.8598126789473981,0.456159,0.716467,6.61,0.671,40.887,54.564,-0.00985166391239796,0.00747145647433739,0.00697710764271293,1.161641,1.088748,0.920984,1.888583653863595
0.8644853383295666,0.458638,0.718946,6.823,0.663,40.394,54.352,-0.0106296004491203,0.00819163674901181,0.00877215487401927,1.163301,1.089693,0.92151,1.9202992578332867
0.8691579977117351,0.461117,0.721425,7.676,0.681,40.394,54.352,-0.010871464221301,0.00843685733340738,0.0100848379590524,1.164499,1.088372,0.920165,2.0380985781454535
0.8738306570939036,0.463596,0.723904,7.889,0.688,39.409,54.352,-0.0121034010804359,0.00873860710358883,0.0110339779046521,1.165269,1.08868,0.921027,2.0654693841129528
0.878505201372959,0.46607600000000005,0.726384,10.235,0.696,39.409,54.989,-0.0137665339088962,0.00897273071329635,0.0121092379244092,1.16624,1.08966,0.922107,2.325813219113253
0.8831778607551274,0.46855500000000005,0.728863,8.955,0.692,38.917,54.352,-0.01484846130743,0.00901859994215864,0.0126404185542326,1.167286,1.091554,0.92409,2.192212035512675
0.8878505201372959,0.47103400000000006,0.731342,8.955,0.678,38.424,53.927,-0.015427918325062,0.00891966227238379,0.0130016108083406,1.167176,1.091725,0.924262,2.192212035512675
0.8925231795194642,0.47351299999999996,0.733821,8.742,0.663,37.931,53.078,-0.0165706046539646,0.00869672297136594,0.0131381752849565,1.167027,1.09232,0.924559,2.168138996441123
0.8971958389016328,0.47599199999999997,0.7363,9.168,0.663,37.439,52.866,-0.0175247085417646,0.0084452763101873,0.0133560340999723,1.166632,1.091674,0.924227,2.215719159972384
0.9018684982838013,0.478471,0.738779,9.382,0.671,36.946,53.29,-0.0179994394691326,0.00818473400281109,0.0134578447271463,1.167325,1.092948,0.925319,2.238792959906266
0.9065411576659698,0.48095,0.741258,9.382,0.681,36.454,53.078,-0.0173607037896606,0.00780045063071643,0.0141671990917991,1.167536,1.092664,0.925322,2.238792959906266
0.9112157019450251,0.48343,0.743738,9.595,0.692,35.961,53.715,-0.0169456919295823,0.0075613183597237,0.0146913643018247,1.166699,1.092038,0.924563,2.261242129459663
0.9158883613271936,0.48590900000000004,0.746217,8.529,0.681,35.468,52.866,-0.0161986890013727,0.00709047357662393,0.0144854974915389,1.165917,1.093088,0.924265,2.1434721213369725
0.9205610207093621,0.48838800000000004,0.748696,8.316,0.671,35.468,52.441,-0.015739904943783,0.00699189175163514,0.0140124844242399,1.164637,1.092542,0.925134,2.118181369995767
0.9252336800915306,0.49086700000000005,0.751175,5.544,0.663,34.976,51.592,-0.0149333596531948,0.00634248859489065,0.0136049985340493,1.165843,1.091948,0.924757,1.712716261887602
0.9299063394736992,0.49334600000000006,0.753654,6.61,0.66,34.483,52.017,-0.013807508172391,0.00568212770929783,0.012770683614388,1.165759,1.091677,0.923976,1.888583653863595
0.9345789988558677,0.49582500000000007,0.756133,6.61,0.66,33.498,52.017,-0.0127206440454771,0.00499238887536051,0.0123525615319008,1.166353,1.092021,0.924361,1.888583653863595
0.939251658238036,0.49830399999999997,0.758612,6.61,0.631,33.498,52.441,-0.0117518524701784,0.00425956400608979,0.0120658544293492,1.167631,1.091972,0.923833,1.888583653863595
0.9439243176202045,0.500783,0.761091,6.397,0.556,33.005,52.229,-0.0105805573263728,0.0035052135879936,0.0119020260893218,1.167111,1.09194,0.924102,1.8558291304680006
0.948596977002373,0.503262,0.76357,5.757,0.471,32.513,51.804,-0.0090286409744639,0.00295788665846611,0.0116538140377673,1.16831,1.091178,0.923402,1.7504165056936725
0.9532715212814283,0.505742,0.76605,5.757,0.456,32.513,51.592,-0.00763204786532779,0.00236131375273578,0.0109589234488321,1.169905,1.091537,0.923627,1.7504165056936725
0.9579441806635968,0.508221,0.768529,5.117,0.481,32.02,50.955,-0.00603284744058178,0.00169770089699071,0.0100961121801601,1.169679,1.090917,0.922859,1.6325683298229547
0.9626168400457653,0.5107,0.771008,6.61,0.571,32.02,51.38,-0.00461624413952728,0.00120257098281297,0.00922439338002814,1.168355,1.089952,0.922604,1.888583653863595
0.9672894994279339,0.513179,0.773487,6.823,0.699,31.527,51.592,-0.00348943347753137,0.000684145179548446,0.00769176964189272,1.168487,1.090249,0.92235,1.9202992578332867
0.9719621588101024,0.5156580000000001,0.775966,9.382,0.842,31.035,52.229,-0.00309622321154856,0.000566357371791756,0.00590991917109007,1.169179,1.088634,0.92239,2.238792959906266
0.9766348181922708,0.5181370000000001,0.778445,8.955,0.928,31.035,52.017,-0.00219246857997624,0.000236938308279203,0.00432488633737092,1.167191,1.087991,0.92224,2.192212035512675
0.9813074775744391,0.520616,0.780924,9.382,0.971,30.542,51.38,-0.00125955452415656,0.000119261832607854,0.00258302922600352,1.166777,1.087385,0.921846,2.238792959906266
0.9859820218534945,0.523096,0.783404,10.021,0.971,30.542,50.743,0.000184272873567056,-0.000123560358667008,0.00101684137136681,1.167269,1.085843,0.922168,2.304682891076192
0.9906546812356629,0.525575,0.785883,11.301,0.874,30.05,51.167,0.00199063274985417,-0.000341331066313579,-0.000639728442701859,1.166145,1.08642,0.922537,2.424891217378014
0.9953273406178315,0.528054,0.788362,12.793,0.771,30.05,51.38,0.00362411551728895,-0.000453144430923739,-0.0017919382694235,1.165232,1.087261,0.923358,2.548898146334898
1.0,0.530533,0.790841,14.072,0.735,30.05,51.38,0.00451479977241055,-0.00038444152434889,-0.00268130758334738,1.16328,1.08782,0.922976,2.644187007435257
