cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],AoP/Flow,Pao/PLV,rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml]
0.0,0.0,0.744047,25.8,0.913,3.449,45.01,13.050159466512033,1.7445736434108525,0.0,0.0,0.0,0.962495,0.906185,0.852327
0.008928404928404987,0.0067030000000000145,0.75075,27.506,0.578,2.956,45.01,15.226657645466847,1.6363702464916745,-0.00171666323547426,-0.00081838610159742,-0.00302955606427953,0.963349,0.906327,0.850916
0.017856809856809975,0.013406000000000029,0.757453,30.065,0.599,3.449,44.373,12.86546825166715,1.4759022118742722,-0.0028117003909899,-0.00149094163459306,-0.0043212823636321,0.959812,0.905155,0.849732
0.02678521478521481,0.020108999999999932,0.764156,33.263,0.61,3.449,43.736,12.680777036822267,1.314854342663019,-0.00302312080040853,-0.00208402137162674,-0.00386015551135696,0.95801,0.901485,0.849488
0.0357136197136198,0.026811999999999947,0.770859,36.461,0.603,2.956,44.373,15.011163734776725,1.2169989852170813,-0.00275131505820268,-0.00226247362696889,-0.00270225567475194,0.956639,0.901793,0.851032
0.04464202464202479,0.03351499999999996,0.777562,39.446,0.596,3.449,44.161,12.804001159756453,1.1195304973888354,-0.00247483865308156,-0.0022013244269777,-0.000496176858393332,0.957562,0.901912,0.848517
0.053571761571761814,0.040219000000000005,0.784266,42.858,0.603,2.956,44.586,15.083220568335589,1.0403191936161278,-0.00243119638355454,-0.00249293389198911,0.00213218525046843,0.95806,0.903147,0.847959
0.0625001665001668,0.04692200000000002,0.790969,46.696,0.596,2.463,44.586,18.10231425091352,0.9548141168408429,-0.0024905899944675,-0.00320160145620405,0.00389075390193488,0.95668,0.903326,0.847266
0.07142857142857179,0.053625000000000034,0.797672,50.107,0.603,1.971,45.435,23.051750380517504,0.9067595345959647,-0.0037127228100752,-0.00403966911975312,0.00436798059934389,0.954581,0.903468,0.845783
0.08035697635697663,0.06032799999999994,0.804375,52.879,0.606,2.463,47.77,19.395046691027204,0.9033831955974962,-0.00420637837567682,-0.00516126646502254,0.00456037696494057,0.953753,0.903873,0.845307
0.08928538128538162,0.06703099999999995,0.811078,55.225,0.606,2.956,49.469,16.7351150202977,0.8957718424626527,-0.00379014365698156,-0.00650826620558931,0.00488274757507418,0.952118,0.903049,0.84455
0.0982137862137866,0.07373399999999997,0.817781,57.783,0.621,3.941,52.017,13.198934280639433,0.9002128653756295,-0.00275043612930516,-0.00815625040277748,0.00498587230662304,0.951882,0.901529,0.843409
0.10714219114219159,0.08043699999999998,0.824484,60.129,0.61,4.434,53.927,12.162156066756879,0.8968550948793428,-0.00157650628232767,-0.0101503590379899,0.0045996741558145,0.950987,0.900739,0.84252
0.11607059607059657,0.08714,0.831187,61.834,0.613,5.419,55.626,10.264993541243772,0.8996021606236051,0.000973869612673819,-0.0124782246237785,0.00466543583168868,0.947435,0.898706,0.841366
0.1250003330003336,0.09384400000000004,0.837891,62.9,0.621,6.404,57.961,9.050749531542786,0.9214785373608902,0.00349909080951885,-0.015072190233234,0.00517284826641638,0.94665,0.897723,0.839141
0.13392873792873844,0.10054699999999994,0.844594,63.753,0.621,6.897,58.811,8.527040742351748,0.9224820792747008,0.00591028117131641,-0.0178724273062984,0.00552276614303464,0.945622,0.897465,0.838753
0.14285714285714343,0.10724999999999996,0.851297,65.033,0.631,7.389,60.085,8.1316822303424,0.9239155505666354,0.00839906291306017,-0.0208943609220463,0.0058974634931672,0.943577,0.896082,0.836978
0.15178554778554842,0.11395299999999997,0.858,66.099,0.624,7.882,60.509,7.676858665313373,0.9154298854748181,0.0109254252334539,-0.0239095697040491,0.0062601232724194,0.942081,0.894405,0.834243
0.1607139527139534,0.12065599999999999,0.864703,66.525,0.631,7.882,61.358,7.784572443542248,0.9223299511461855,0.0128552008794556,-0.0270064185309009,0.00634213851123273,0.939483,0.893356,0.834054
0.16964235764235838,0.127359,0.871406,66.738,0.638,8.375,62.845,7.503880597014925,0.9416674158650244,0.014025363914523,-0.0301781574710692,0.00533425218200598,0.938249,0.892573,0.83245
0.17857076257076337,0.13406200000000001,0.878109,67.165,0.638,8.375,63.269,7.554507462686567,0.9419935978560261,0.0160643181089972,-0.0334024207844484,0.00486717068594003,0.935287,0.890978,0.831802
0.18749916749916837,0.14076500000000003,0.884812,68.231,0.642,8.867,64.118,7.231081538288033,0.9397194823467339,0.017954369130974,-0.036551779571038,0.00414021621012294,0.93171,0.890447,0.830354
0.19642890442890523,0.14746899999999996,0.891516,68.871,0.638,8.867,64.118,7.231081538288033,0.9309869175705304,0.0198735638490243,-0.0395548754026866,0.0035402911414984,0.932647,0.889732,0.82912
0.20535730935731022,0.15417199999999998,0.898219,69.084,0.642,9.36,64.755,6.918269230769231,0.9373371547681083,0.0219450173568255,-0.0425878452221374,0.00253706597073595,0.931149,0.889861,0.828078
0.21428571428571522,0.160875,0.904922,69.084,0.646,9.36,66.029,7.054380341880342,0.9557784725841004,0.0246230455461188,-0.0455146937130542,0.00210400806309342,0.929355,0.888792,0.826808
0.2232141192141202,0.167578,0.911625,69.51,0.646,9.36,65.817,7.031730769230769,0.9468709538195942,0.0264192652119877,-0.0484318174127972,0.000890823534989482,0.928369,0.887843,0.825481
0.2321425241425252,0.17428100000000002,0.918328,70.363,0.649,9.853,66.454,6.744544808687709,0.9444452340008243,0.0286838462115129,-0.0512310508840658,0.000157019351042761,0.926089,0.887408,0.824152
0.24107092907093017,0.18098400000000003,0.925031,70.79,0.638,9.853,66.242,6.723028519232722,0.9357536375194236,0.030795714470955,-0.0537103563590962,-0.000376468050700463,0.924268,0.886574,0.823276
0.24999933399933516,0.18768700000000005,0.931734,70.576,0.649,9.853,66.666,6.766061098142697,0.9445987304466108,0.0330526354546491,-0.05620512080053,-0.000583815506500785,0.923077,0.885725,0.821686
0.25892773892774,0.19438999999999995,0.938437,70.363,0.646,9.36,67.516,7.213247863247864,0.9595383937580831,0.0351686156179764,-0.0586193983746563,-0.000695006812594951,0.921435,0.885256,0.821151
0.2678574758574769,0.20109399999999988,0.945141,70.363,0.642,9.36,67.091,7.16784188034188,0.953498287452212,0.0374213078220577,-0.0609550721101441,-0.000359174648259866,0.920243,0.885064,0.82064
0.27678588078588173,0.2077969999999998,0.951844,71.003,0.642,9.36,67.303,7.190491452991453,0.9478895257946847,0.0391848917555311,-0.0633156388481621,-0.000839109070863535,0.91962,0.884986,0.819258
0.2857142857142867,0.2144999999999998,0.958547,71.216,0.642,9.36,66.879,7.145192307692309,0.939100763873287,0.0408583844196873,-0.0654740217993206,-0.00145564850988096,0.918125,0.884199,0.818951
0.2946426906426917,0.22120299999999982,0.96525,70.576,0.642,9.36,67.091,7.16784188034188,0.9506206075719792,0.0427500759817024,-0.0674467996775944,-0.00203038759397559,0.916438,0.883745,0.818142
0.3035710955710964,0.2279059999999996,0.971953,70.15,0.646,8.867,67.516,7.614300214277659,0.9624518888096935,0.0446579969740922,-0.0695458016161282,-0.00252866315993029,0.915001,0.88316,0.816569
0.3124995004995012,0.2346089999999995,0.978656,69.937,0.649,8.867,66.666,7.51843915642269,0.9532293349729042,0.0464811535562247,-0.0715533334463231,-0.00293321219794219,0.914388,0.882309,0.815612
0.3214279054279062,0.24131199999999953,0.985359,70.363,0.649,9.36,66.666,7.1224358974358974,0.9474581811463411,0.0481556951640902,-0.0734227385739855,-0.00279393157622857,0.912795,0.882909,0.815329
0.3303563103563112,0.24801499999999954,0.992062,70.15,0.638,8.867,66.029,7.446599751889026,0.941254454739843,0.0497922558582442,-0.0753669082173949,-0.00243755607107792,0.911703,0.882117,0.814925
0.33928604728604805,0.2547189999999995,0.998766,69.297,0.642,8.375,66.029,7.884059701492537,0.9528406713133325,0.050901558819601,-0.0773939952625859,-0.00186480458963565,0.910537,0.881929,0.813984
0.3482144522144529,0.2614219999999994,1.005469,68.444,0.638,8.375,66.242,7.909492537313433,0.9678277131669687,0.0516868065489284,-0.0793301930933261,-0.00114413281656363,0.908511,0.881549,0.813468
0.35714285714285804,0.2681249999999995,1.012172,68.231,0.631,8.375,65.18,7.78268656716418,0.9552842549574242,0.0521895917161294,-0.0810721081825295,-0.000421115467947553,0.907112,0.881265,0.812667
0.3660712620712629,0.2748279999999994,1.018875,68.444,0.624,8.375,64.755,7.731940298507462,0.9461019227397579,0.0526035163732204,-0.0826894682458772,0.000462315017501534,0.906184,0.881401,0.811907
0.374999666999668,0.28153099999999953,1.025578,68.018,0.613,7.882,64.118,8.13473737630043,0.9426622364668176,0.0536567177780707,-0.0842970470579124,0.00149273705821234,0.90529,0.880769,0.811613
0.3839280719280729,0.28823399999999944,1.032281,67.165,0.61,7.389,64.118,8.67749357152524,0.954634110027544,0.0543177709282746,-0.0856650204492537,0.00263370132088801,0.90367,0.880396,0.811264
0.3928564768564777,0.29493699999999934,1.038984,66.099,0.603,7.389,64.118,8.67749357152524,0.9700298037791796,0.0551746416123909,-0.0869305687389337,0.00397454984488621,0.90455,0.881,0.810598
0.40178488178488286,0.30163999999999946,1.045687,65.886,0.596,6.897,63.057,9.142670726402784,0.9570621983425919,0.0558874414182626,-0.0880893709814884,0.00556474077696524,0.904254,0.880855,0.809734
0.41071461871461984,0.3083439999999995,1.052391,65.886,0.596,6.897,62.845,9.111932724372915,0.9538445193212519,0.0568024521039073,-0.0891486310068219,0.00775443576750726,0.904495,0.880764,0.809423
0.4196430236430247,0.3150469999999994,1.059094,65.246,0.588,6.897,61.995,8.988690735102217,0.9501731906936824,0.057171370198184,-0.0898971710142758,0.0101323438104341,0.904208,0.880261,0.80811
