cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],AoP/Flow,Pao/PLV,rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml]
0.0,0.0,0.569766,31.131,0.613,36.454,105.732,2.900422450211225,3.396357328707719,0.0,0.0,0.0,0.881826,0.822035,0.811245
0.008928404928404963,0.0067030000000000145,0.576469,34.329,0.592,35.961,103.184,2.8693306637746447,3.0057385883655217,-0.00197988124573289,0.00426074404448892,0.00494148668233888,0.881452,0.821471,0.811646
0.017856809856809926,0.013406000000000029,0.583172,37.314,0.653,35.961,102.76,2.8575401129000864,2.753926140322667,-0.00335316966721235,0.00755686333704027,0.00867585723034346,0.882599,0.81945,0.811003
0.02678521478521489,0.020109000000000044,0.589875,39.873,1.07,36.454,102.972,2.824710594173479,2.582499435708374,-0.00508850044664214,0.00969893050005839,0.0100917184180148,0.88512,0.819244,0.810594
0.03571361971361985,0.026812000000000058,0.596578,43.284,1.435,35.468,101.061,2.849357167023796,2.3348350429719993,-0.00633084420300569,0.0104386220381096,0.00905832815946526,0.887672,0.819639,0.80807
0.044642024642024665,0.03351499999999996,0.603281,45.63,1.492,34.976,102.972,2.94407593778591,2.2566732412886257,-0.00661703193293961,0.0106088317553751,0.00668493553562357,0.891692,0.821849,0.806288
0.05357042957042963,0.040217999999999976,0.609984,56.291,1.185,33.498,99.787,2.978894262344021,1.7726990104990143,-0.00650856819507587,0.0104026102657231,0.00620907713469722,0.893736,0.822685,0.804866
0.062498834498834595,0.04692099999999999,0.616687,70.15,0.585,31.527,100.212,3.178608811494909,1.4285388453314325,-0.00587757986799291,0.0102134263204974,0.00754754607690832,0.89021,0.819534,0.807051
0.07142857142857159,0.053625000000000034,0.623391,86.781,0.581,30.542,100.637,3.2950363433959793,1.1596662863990965,-0.00458395756112799,0.00923897274928547,0.00984202368714432,0.883719,0.819033,0.804359
0.08035697635697656,0.06032800000000005,0.630094,103.199,0.592,29.064,99.787,3.433353977429122,0.9669376641246524,-0.00275071620675868,0.00803029713800834,0.0122679787249817,0.883156,0.82022,0.805695
0.08928538128538138,0.06703099999999995,0.636797,114.286,0.571,25.616,104.246,4.069565896314803,0.9121502196244509,-0.000554643235094547,0.00476906516568342,0.0130327116858996,0.880484,0.822086,0.80361
0.09821378621378633,0.07373399999999997,0.6435,123.881,0.578,21.183,109.554,5.171788698484634,0.8843486894681186,0.00229996855516843,8.67812628126009e-05,0.0094496857708346,0.879261,0.823251,0.80232
0.1071421911421913,0.08043699999999998,0.650203,127.08,0.556,19.212,116.985,6.089163023110556,0.920561850802644,0.00687100558618539,-0.00667368607387934,0.00313250599119901,0.87741,0.823417,0.800026
0.11607059607059626,0.08714,0.656906,126.44,0.563,19.212,120.594,6.277014366021237,0.953764631445745,0.0132637986690021,-0.01461300230383,-0.0040977053637215,0.872243,0.822055,0.797931
0.12499900099900123,0.09384300000000001,0.663609,125.8,0.567,19.212,121.231,6.31017072662919,0.9636804451510333,0.0198789119169547,-0.0228095084659298,-0.0105354127633938,0.871148,0.821409,0.794973
0.13392740592740618,0.10054600000000002,0.670312,124.095,0.563,18.72,124.84,6.668803418803419,1.0060034650872316,0.0290574265082378,-0.0317391485928699,-0.0154553330446432,0.864537,0.819486,0.792243
0.14285714285714304,0.10724999999999996,0.677016,127.933,0.585,19.212,122.717,6.387518217780554,0.959228658751065,0.0391597450145553,-0.0406994785230676,-0.0183067819962475,0.856693,0.818029,0.788781
0.151785547785548,0.11395299999999997,0.683719,129.212,0.571,19.705,124.84,6.335447855874144,0.9661641333622265,0.0486660809634384,-0.0489218063326152,-0.0201085216206202,0.863506,0.816245,0.785401
0.16071395271395297,0.12065599999999999,0.690422,128.785,0.578,20.197,127.388,6.307273357429322,0.9891524634080057,0.0590168506851021,-0.0571847892581566,-0.020730860220004,0.859773,0.814658,0.783628
0.16964235764235794,0.127359,0.697125,128.785,0.592,20.69,127.6,6.167230546157564,0.9907986178514578,0.0697230999981696,-0.0651064314246395,-0.0210014198239535,0.85432,0.813406,0.781471
0.1785707625707629,0.13406200000000001,0.703828,128.146,0.588,20.69,130.785,6.321169647172547,1.0205936978134316,0.0784304807167795,-0.0726436094933581,-0.02169004777997,0.849795,0.812551,0.778695
0.18749916749916787,0.14076500000000003,0.710531,132.837,0.603,21.183,130.36,6.153991408204693,0.9813530868658583,0.0864388590901203,-0.0796489265483226,-0.0230104699379909,0.847338,0.811176,0.776036
0.19642757242757283,0.14746800000000004,0.717234,134.542,0.588,21.675,132.908,6.131856978085351,0.9878550935767269,0.0945114355027688,-0.0866915996318391,-0.0243125122244182,0.841175,0.810384,0.774461
0.20535730935730967,0.15417199999999998,0.723938,134.542,0.596,22.168,134.819,6.0816943341753875,1.0020588366458056,0.102544521651667,-0.0937523388966654,-0.0261438539498006,0.834848,0.809106,0.772103
0.21428571428571463,0.160875,0.730641,134.969,0.61,22.66,135.456,5.97775816416593,1.0036082359652958,0.11009461767152,-0.100214826528435,-0.028148876941074,0.829606,0.80786,0.769533
0.2232141192141196,0.167578,0.737344,135.395,0.603,23.646,138.641,5.863190391609574,1.0239742974260495,0.118034277568591,-0.106388076234906,-0.029633644702932,0.826246,0.807173,0.767722
0.23214252414252456,0.17428100000000002,0.744047,140.299,0.617,25.123,136.518,5.433984794809537,0.9730504137591857,0.126228022606413,-0.112406621170117,-0.0309871231117843,0.822487,0.80622,0.765664
0.24107092907092953,0.18098400000000003,0.75075,141.152,0.603,26.601,138.216,5.195894891169505,0.9791997279528453,0.13457571341833,-0.118228497230931,-0.03184159645906,0.818782,0.805301,0.763647
0.2499993339993345,0.18768700000000005,0.757453,140.086,0.617,28.079,139.278,4.960219381032088,0.9942321145581998,0.142092820686071,-0.123596115167593,-0.0326201825384305,0.815107,0.803745,0.761153
0.2589277389277393,0.19438999999999995,0.764156,139.66,0.621,28.572,138.853,4.859757804843904,0.9942216812258342,0.150052244104641,-0.128690363674074,-0.0327511120471838,0.810434,0.803405,0.760136
0.26785614385614426,0.20109299999999997,0.770859,139.233,0.621,29.064,140.552,4.835948252133223,1.009473328880366,0.157576592880405,-0.133378761824693,-0.0327148200083774,0.807395,0.802663,0.758958
0.2767845487845492,0.20779599999999998,0.777562,143.498,0.635,29.557,138.428,4.683425246134587,0.9646684971219112,0.164206263338336,-0.137786580899185,-0.032216167235256,0.804111,0.802016,0.757559
0.28571428571428625,0.21450000000000002,0.784266,143.498,0.621,30.05,140.339,4.670183028286189,0.977985755899037,0.171087958846752,-0.14187635463833,-0.0321881920631367,0.801822,0.800684,0.75521
0.29464269064269133,0.22120300000000015,0.790969,142.432,0.631,30.05,141.613,4.712579034941764,0.9942498876656932,0.177313761476624,-0.145888090281271,-0.0321831205658208,0.798746,0.8003,0.75474
0.3035710955710963,0.22790600000000016,0.797672,142.218,0.638,30.05,141.613,4.712579034941764,0.995745967458409,0.182747112148448,-0.149615251392403,-0.0321549619059247,0.796048,0.799682,0.753752
0.31249950049950126,0.23460900000000018,0.804375,142.645,0.631,30.05,143.736,4.783227953410981,1.0076483578113498,0.188334162388965,-0.15307156255385,-0.0319413710337249,0.793761,0.799692,0.753557
0.3214279054279061,0.24131200000000008,0.811078,147.336,0.646,31.035,141.401,4.556178508135976,0.9597179236574903,0.193623015239479,-0.156354717744668,-0.031369217425847,0.7906,0.799133,0.753093
0.3303563103563111,0.2480150000000001,0.817781,147.549,0.624,31.527,143.949,4.56589589875345,0.9756013256613058,0.199129399937257,-0.159252449642463,-0.0306346720243442,0.788931,0.798518,0.752377
0.33928471528471604,0.2547180000000001,0.824484,146.483,0.638,31.035,144.798,4.665635572740454,0.9884969586914523,0.20426264447002,-0.161931258769789,-0.0297717917557392,0.787533,0.797896,0.752338
0.348213120213121,0.2614210000000001,0.831187,146.483,0.635,31.527,144.585,4.586069083642593,0.9870428650423599,0.208908313858344,-0.164418340051634,-0.0290957759548143,0.78656,0.798048,0.752019
0.35714285714285815,0.2681250000000003,0.837891,146.909,0.631,31.035,146.496,4.720347994200097,0.9971887358841188,0.213029861737206,-0.16676031726541,-0.028666583938878,0.784183,0.797787,0.750911
0.36607126207126295,0.2748280000000002,0.844594,150.747,0.646,31.035,144.161,4.64511035927179,0.9563109050263022,0.217157491301813,-0.168876468438226,-0.0286493845477497,0.782194,0.797383,0.751072
0.37499966699966775,0.2815310000000001,0.851297,149.468,0.638,30.542,146.072,4.782659943684107,0.9772794176679959,0.221214438724878,-0.170873821276527,-0.0282650614168927,0.781289,0.797414,0.750933
0.3839280719280727,0.2882340000000001,0.858,147.975,0.653,30.542,146.496,4.796542466112239,0.9900050684237203,0.224700188990914,-0.172596790697435,-0.0280002297115801,0.779822,0.797165,0.750773
0.3928564768564777,0.2949370000000001,0.864703,147.549,0.646,31.527,145.859,4.626478891109208,0.9885461778798907,0.228413743501859,-0.174206886778096,-0.0276738021312675,0.779281,0.796937,0.749385
0.40178488178488264,0.30164000000000013,0.871406,147.336,0.624,32.02,146.709,4.581792629606496,0.9957444209154585,0.233660555008603,-0.175759800902351,-0.0270220417993442,0.779639,0.796407,0.7499
0.4107132867132876,0.30834300000000014,0.878109,149.468,0.617,32.02,143.736,4.488944409743909,0.9616506543206572,0.237427394198734,-0.177280673457003,-0.0266365976936793,0.778427,0.795511,0.750456
0.41964169164169257,0.31504600000000016,0.884812,146.269,0.592,31.035,145.647,4.6929917834702755,0.995747561000622,0.240284671606817,-0.178511796013293,-0.0263650186100267,0.777662,0.795066,0.74998
0.42857142857142944,0.3217500000000001,0.891516,143.498,0.61,31.035,144.161,4.64511035927179,1.0046202734532885,0.24288730375303,-0.179684541395481,-0.0266694517236535,0.776993,0.794483,0.749537
0.4374998334998344,0.3284530000000001,0.898219,140.939,0.603,31.035,142.25,4.583534718865796,1.0093018965651808,0.244705288276932,-0.180545888977153,-0.0268985366180883,0.776787,0.79372,0.749357
0.44642823842823937,0.3351560000000001,0.904922,136.675,0.592,31.035,141.401,4.556178508135976,1.0345783793671117,0.244195572132524,-0.18112847277797,-0.0276697817966345,0.776504,0.793239,0.749136
0.45535664335664433,0.34185900000000013,0.911625,131.771,0.603,30.542,136.518,4.4698448038766285,1.0360246184668858,0.245310720660941,-0.181511062757906,-0.0288798262739446,0.776701,0.79288,0.749917
0.4642850482850493,0.34856200000000015,0.918328,118.977,0.585,30.542,136.73,4.476786065090694,1.1492137135748925,0.246677264286575,-0.181855624311111,-0.0304061257051773,0.778229,0.793636,0.749736
0.47321345321345426,0.35526500000000016,0.925031,107.25,0.603,31.035,135.031,4.350926373449331,1.2590303030303032,0.247016870912023,-0.181884545147602,-0.0326119059319807,0.779614,0.795107,0.74968
0.4821418581418592,0.3619680000000002,0.931734,97.016,0.596,33.005,136.093,4.123405544614451,1.4027892306423682,0.247881110716589,-0.181860998859383,-0.0344379439295289,0.779702,0.795231,0.749762
0.491070263070264,0.3686710000000001,0.938437,88.487,0.596,36.454,135.881,3.7274647500960114,1.5356041000372938,0.249067150965312,-0.181725272466058,-0.0362739137103215,0.780502,0.795229,0.750696
0.5000000000000009,0.375375,0.945141,81.877,0.599,38.424,132.908,3.4589839683531123,1.623264164539492,0.250291488293579,-0.181344197300217,-0.0375163167709963,0.780126,0.795564,0.751194
0.5089284049284057,0.3820779999999999,0.951844,71.642,0.592,39.902,134.607,3.3734399278231666,1.8788838949219733,0.251506536448593,-0.180724764508205,-0.0385080510982272,0.781026,0.795803,0.75191
0.5178568098568107,0.38878099999999993,0.958547,64.393,0.606,41.872,132.908,3.1741497898356896,2.0640131691332906,0.25231541491321,-0.179871662954942,-0.0390391563732815,0.780968,0.796906,0.754185
0.5267852147852157,0.39548399999999995,0.96525,59.063,0.603,43.35,131.21,3.0267589388696656,2.221526166974248,0.252057383344674,-0.178846659553442,-0.0397787622234653,0.78186,0.793856,0.749982
0.5357136197136203,0.40218699999999974,0.971953,54.158,0.599,44.335,131.422,2.9642945753919023,2.4266405701835367,0.253170751987375,-0.177501298043683,-0.0401649960027731,0.78263,0.794936,0.751878
