cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml],Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255,Unnamed: 256,Unnamed: 257,Unnamed: 258,Unnamed: 259,Unnamed: 260,Unnamed: 261,Unnamed: 262,Unnamed: 263,Unnamed: 264,Unnamed: 265,Unnamed: 266,Unnamed: 267,Unnamed: 268,Unnamed: 269,Unnamed: 270,Unnamed: 271,Unnamed: 272,Unnamed: 273,Unnamed: 274
0.09600004513136043,0.051050999999999985,0.287162,53.731,0.617,3.941,59.023,-0.0200232056406893,0.0160603248402607,0.0168164778070378,1.203649,1.047096,0.869915,,,,,,,,,,,,,,,,,,,,,,,,,0.285035,5.834,13.541,12.881,14.627,14.89,17.859,17.027,27.444,29.512,29.412,27.975,38.732,37.607,38.021,36.248,62.658,48.536,44.042,48.252,42.041,38.374,15.077,10.049,15.653,13.83,19.633,16.025,26.596,26.804,29.545,26.155,37.032,35.06,36.841,34.189,57.428,47.289,40.766,47.161,45.261,41.067,10.149,20.941,21.892,15.553,18.331,32.581,34.882,28.613,29.101,42.82,42.48,37.84,36.856,65.332,39.15,53.315,50.143,38.921,43.994,20.804,19.143,19.453,16.805,30.572,30.152,29.672,26.56,39.86,38.055,36.731,34.118,56.787,40.207,46.698,48.697,45.512,46.718,5.426,11.387,8.878,13.691,18.836,16.988,16.659,25.505,25.887,25.307,24.49,57.745,43.471,36.744,34.312,32.741,26.311,14.535,7.974,12.821,15.175,18.443,14.872,23.864,22.973,24.86,22.727,52.811,43.32,32.824,33.887,37.295,30.072,9.441,20.201,25.497,14.088,17.946,30.304,31.772,24.705,25.338,61.782,34.945,46.345,36.168,26.473,30.477,14.792,17.287,13.795,11.445,24.5,24.41,21.283,19.699,52.824,35.545,38.115,32.633,33.769,32.557,9.384,13.75,10.422,11.943,13.42,15.801,14.654,49.947,42.734,28.784,21.675,34.552,24.403,19.721,11.157,11.714,8.262,18.094,13.687,40.912,43.248,22.645,23.543,43.036,33.264,10.215,19.371,22.742,11.266,14.005,55.62,31.395,41.7,22.528,24.759,27.156,14.795,15.392,11.029,8.307,46.019,33.053,33.763,22.188,34.904,32.475,6.461,13.092,11.438,43.879,43.626,26.471,12.35,40.255,30.219,17.053,13.044,38.59,45.148,21.409,17.865,45.287,34.566,6.213,48.276,31.422,38.324,13.361,32.497,32.372,42.649,32.445,33.949,15.895,37.558,35.368,59.417,37.645,49.387,80.07,73.049,64.493,42.3,41.921,57.38,37.005,62.833,45.141,38.414,32.68,26.737,52.239,0.621,4.434,59.448,783.651,0.006
0.09999981195266477,0.05317800000000003,0.289289,55.011,0.613,3.941,61.146,-0.0206173066162266,0.0169125750846612,0.0164365144728974,1.202466,1.047605,0.870386,,,,,,,,,,,,,,,,,,,,,,,,,0.287162,5.839,13.543,12.876,14.629,14.886,17.873,17.036,27.429,29.491,29.418,27.972,38.708,37.562,38.017,36.222,62.58,48.55,44.027,48.247,42.057,38.389,15.08,10.043,15.663,13.834,19.646,16.038,26.582,26.778,29.545,26.15,37.007,35.006,36.833,34.154,57.342,47.292,40.746,47.14,45.269,41.081,10.148,20.944,21.886,15.553,18.333,32.574,34.862,28.621,29.095,42.814,42.442,37.849,36.836,65.257,39.178,53.303,50.156,38.934,44.007,20.816,19.149,19.459,16.822,30.569,30.132,29.677,26.56,39.856,38.012,36.739,34.094,56.714,40.224,46.684,48.689,45.514,46.729,5.423,11.4,8.891,13.684,18.84,16.997,16.674,25.491,25.869,25.307,24.486,57.697,43.481,36.751,34.321,32.722,26.305,14.53,7.977,12.805,15.17,18.429,14.874,23.842,22.941,24.845,22.704,52.76,43.311,32.832,33.869,37.261,30.061,9.429,20.203,25.49,14.097,17.94,30.303,31.752,24.707,25.328,61.715,34.946,46.349,36.195,26.462,30.494,14.784,17.276,13.775,11.437,24.49,24.378,21.271,19.673,52.768,35.534,38.118,32.622,33.728,32.549,9.397,13.749,10.443,11.931,13.418,15.798,14.662,49.9,42.728,28.783,21.675,34.518,24.389,19.703,11.158,11.714,8.234,18.077,13.658,40.849,43.207,22.65,23.502,42.999,33.27,10.191,19.366,22.721,11.254,13.995,55.54,31.383,41.685,22.551,24.733,27.164,14.815,15.381,11.021,8.286,45.962,33.02,33.768,22.177,34.857,32.474,6.49,13.101,11.481,43.849,43.632,26.439,12.322,40.208,30.174,17.041,13.028,38.522,45.103,21.388,17.83,45.248,34.567,6.241,48.215,31.42,38.296,13.357,32.447,32.347,42.568,32.415,33.92,15.898,37.527,35.372,59.304,37.589,49.246,79.961,72.986,64.446,42.292,41.9,57.379,36.917,62.803,45.144,38.442,32.713,26.737,53.731,0.617,3.941,59.023,752.91,0.006
0.10399957877396901,0.05530500000000002,0.291416,56.077,0.599,3.449,62.42,-0.0207982705082814,0.0163095247918638,0.016021762580488,1.204317,1.047155,0.869207,,,,,,,,,,,,,,,,,,,,,,,,,0.289289,5.804,13.553,12.879,14.634,14.885,17.888,17.014,27.416,29.467,29.424,27.962,38.685,37.518,38.008,36.208,62.51,48.553,43.985,48.249,42.06,38.416,15.076,10.048,15.662,13.843,19.647,16.025,26.572,26.767,29.542,26.143,36.992,34.971,36.826,34.147,57.302,47.296,40.722,47.142,45.245,41.088,10.173,20.954,21.89,15.554,18.313,32.563,34.844,28.619,29.08,42.802,42.402,37.844,36.825,65.201,39.177,53.274,50.161,38.927,44.025,20.823,19.15,19.469,16.804,30.546,30.094,29.665,26.527,39.826,37.947,36.721,34.064,56.629,40.218,46.63,48.673,45.509,46.745,5.413,11.418,8.887,13.672,18.829,17.008,16.684,25.473,25.843,25.3,24.485,57.654,43.495,36.725,34.328,32.701,26.31,14.533,7.974,12.788,15.158,18.421,14.874,23.819,22.908,24.829,22.694,52.722,43.314,32.812,33.864,37.223,30.057,9.417,20.198,25.484,14.102,17.941,30.297,31.73,24.704,25.325,61.673,34.945,46.335,36.208,26.438,30.509,14.785,17.281,13.779,11.451,24.497,24.364,21.283,19.687,52.744,35.546,38.11,32.642,33.693,32.552,9.399,13.744,10.46,11.922,13.413,15.784,14.661,49.864,42.725,28.777,21.686,34.478,24.392,19.689,11.159,11.71,8.21,18.064,13.651,40.812,43.198,22.643,23.502,42.959,33.273,10.187,19.359,22.697,11.238,13.98,55.485,31.373,41.667,22.56,24.713,27.184,14.83,15.363,11.025,8.284,45.912,33.004,33.761,22.194,34.832,32.499,6.507,13.098,11.494,43.824,43.642,26.422,12.331,40.167,30.156,17.022,13.008,38.472,45.075,21.384,17.841,45.208,34.577,6.246,48.18,31.435,38.274,13.356,32.407,32.331,42.527,32.413,33.905,15.901,37.492,35.374,59.261,37.554,49.193,79.885,72.95,64.427,42.295,41.886,57.385,36.902,62.759,45.141,38.43,32.725,26.719,55.011,0.613,3.941,61.146,715.458,0.006
0.10799934559527324,0.05743200000000001,0.293543,57.356,0.581,3.449,63.057,-0.0201209938167525,0.0168013636041149,0.0165204847965995,1.204275,1.0456,0.868765,,,,,,,,,,,,,,,,,,,,,,,,,0.291416,5.79,13.554,12.884,14.643,14.889,17.908,17.007,27.4,29.447,29.429,27.955,38.659,37.469,38.0,36.192,62.462,48.572,43.943,48.236,42.055,38.444,15.075,10.055,15.66,13.841,19.651,16.014,26.545,26.742,29.532,26.128,36.961,34.911,36.808,34.122,57.261,47.305,40.681,47.117,45.217,41.099,10.188,20.954,21.889,15.552,18.299,32.542,34.824,28.614,29.066,42.782,42.359,37.841,36.812,65.169,39.205,53.242,50.149,38.908,44.036,20.826,19.147,19.468,16.787,30.515,30.059,29.647,26.497,39.794,37.878,36.699,34.03,56.575,40.218,46.585,48.642,45.485,46.759,5.413,11.432,8.887,13.655,18.818,17.01,16.686,25.445,25.813,25.289,24.473,57.618,43.506,36.701,34.313,32.669,26.319,14.539,7.975,12.763,15.141,18.415,14.867,23.788,22.864,24.81,22.673,52.683,43.316,32.786,33.842,37.186,30.066,9.405,20.19,25.473,14.098,17.933,30.281,31.709,24.697,25.314,61.636,34.949,46.32,36.2,26.407,30.529,14.776,17.279,13.775,11.454,24.491,24.342,21.283,19.685,52.722,35.553,38.1,32.638,33.651,32.561,9.391,13.744,10.464,11.906,13.408,15.77,14.651,49.819,42.713,28.766,21.684,34.443,24.41,19.678,11.157,11.706,8.173,18.045,13.632,40.774,43.177,22.64,23.488,42.914,33.283,10.181,19.35,22.695,11.232,13.972,55.438,31.363,41.655,22.557,24.682,27.204,14.84,15.354,11.022,8.276,45.873,32.986,33.757,22.193,34.794,32.518,6.558,13.089,11.505,43.802,43.639,26.413,12.329,40.113,30.129,17.023,13.002,38.403,45.051,21.358,17.873,45.183,34.602,6.25,48.136,31.439,38.251,13.344,32.37,32.321,42.482,32.403,33.887,15.9,37.456,35.376,59.212,37.516,49.135,79.806,72.912,64.401,42.277,41.876,57.393,36.886,62.712,45.141,38.399,32.719,26.701,56.077,0.599,3.449,62.42,672.866,0.006
0.11199911241657749,0.059559,0.29567,58.635,0.592,3.449,64.331,-0.0208140487596346,0.0167954154060952,0.0170687847591061,1.204043,1.046126,0.869252,,,,,,,,,,,,,,,,,,,,,,,,,0.293543,5.784,13.559,12.894,14.649,14.887,17.924,17.02,27.385,29.422,29.433,27.946,38.635,37.43,37.989,36.169,62.403,48.577,43.905,48.226,42.043,38.465,15.087,10.079,15.651,13.826,19.662,16.03,26.513,26.703,29.525,26.106,36.923,34.855,36.786,34.088,57.201,47.311,40.628,47.092,45.193,41.1,10.19,20.955,21.88,15.556,18.286,32.521,34.791,28.611,29.047,42.758,42.315,37.821,36.782,65.107,39.207,53.203,50.132,38.898,44.053,20.827,19.139,19.475,16.789,30.486,30.017,29.636,26.464,39.761,37.82,36.669,33.987,56.506,40.207,46.537,48.614,45.466,46.772,5.409,11.44,8.892,13.64,18.801,17.009,16.687,25.419,25.783,25.277,24.453,57.563,43.501,36.677,34.302,32.639,26.327,14.542,7.995,12.747,15.125,18.408,14.863,23.765,22.832,24.797,22.651,52.633,43.304,32.765,33.83,37.152,30.072,9.381,20.18,25.459,14.097,17.934,30.266,31.686,24.685,25.298,61.587,34.945,46.304,36.189,26.376,30.538,14.764,17.276,13.749,11.446,24.479,24.323,21.259,19.662,52.691,35.526,38.102,32.621,33.591,32.557,9.385,13.736,10.469,11.892,13.396,15.766,14.637,49.758,42.688,28.755,21.685,34.411,24.421,19.662,11.142,11.705,8.156,18.036,13.613,40.72,43.141,22.638,23.489,42.875,33.289,10.19,19.338,22.677,11.219,13.96,55.377,31.351,41.635,22.546,24.657,27.207,14.846,15.335,11.025,8.262,45.805,32.961,33.738,22.198,34.778,32.539,6.574,13.1,11.517,43.752,43.623,26.396,12.341,40.074,30.107,17.021,12.989,38.336,45.011,21.345,17.891,45.148,34.603,6.257,48.078,31.409,38.239,13.345,32.34,32.318,42.423,32.376,33.867,15.907,37.426,35.373,59.143,37.46,49.068,79.721,72.851,64.358,42.241,41.867,57.385,36.88,62.669,45.137,38.371,32.71,26.679,57.356,0.581,3.449,63.057,618.933,0.006
0.11600075971123454,0.06168700000000002,0.297798,60.341,0.592,2.956,65.605,-0.0212547721954802,0.0165059562209353,0.0180519189968899,1.204579,1.04534,0.8697,,,,,,,,,,,,,,,,,,,,,,,,,0.29567,5.769,13.573,12.891,14.65,14.878,17.932,17.011,27.366,29.39,29.434,27.937,38.598,37.375,37.977,36.141,62.288,48.574,43.869,48.216,42.03,38.493,15.098,10.08,15.64,13.819,19.658,16.013,26.486,26.665,29.511,26.086,36.877,34.796,36.764,34.052,57.095,47.304,40.591,47.072,45.16,41.109,10.21,20.957,21.877,15.551,18.268,32.504,34.763,28.605,29.029,42.731,42.273,37.807,36.754,65.004,39.202,53.18,50.121,38.875,44.074,20.828,19.141,19.486,16.774,30.465,29.978,29.631,26.44,39.724,37.767,36.653,33.952,56.39,40.211,46.496,48.602,45.451,46.794,5.387,11.444,8.902,13.626,18.784,17.011,16.696,25.393,25.744,25.269,24.439,57.46,43.49,36.657,34.294,32.608,26.345,14.533,8.002,12.729,15.116,18.395,14.869,23.737,22.797,24.784,22.637,52.55,43.291,32.757,33.82,37.1,30.071,9.384,20.172,25.446,14.106,17.94,30.255,31.662,24.685,25.29,61.491,34.939,46.29,36.187,26.343,30.555,14.765,17.264,13.751,11.449,24.468,24.299,21.258,19.65,52.591,35.507,38.091,32.626,33.563,32.587,9.387,13.723,10.487,11.88,13.376,15.759,14.635,49.66,42.658,28.747,21.688,34.37,24.435,19.641,11.136,11.69,8.134,18.023,13.597,40.62,43.102,22.635,23.499,42.834,33.306,10.186,19.325,22.652,11.206,13.943,55.257,31.322,41.609,22.534,24.639,27.231,14.849,15.326,11.023,8.245,45.69,32.921,33.729,22.211,34.756,32.576,6.567,13.105,11.531,43.644,43.598,26.361,12.371,40.046,30.108,17.02,12.994,38.245,44.983,21.317,17.922,45.105,34.597,6.264,47.967,31.38,38.214,13.347,32.315,32.326,42.31,32.34,33.846,15.934,37.401,35.391,59.04,37.375,48.981,79.585,72.758,64.314,42.208,41.838,57.373,36.871,62.621,45.137,38.334,32.698,26.661,58.635,0.592,3.449,64.331,562.408,0.006
0.12000052653253877,0.06381400000000001,0.299925,61.834,0.599,2.956,66.666,-0.0218076128023453,0.0157684621512743,0.0190841305019995,1.202633,1.045781,0.871262,,,,,,,,,,,,,,,,,,,,,,,,,0.297798,5.768,13.573,12.908,14.64,14.869,17.93,17.004,27.344,29.365,29.425,27.922,38.564,37.318,37.954,36.108,62.211,48.559,43.866,48.207,42.011,38.493,15.11,10.096,15.631,13.812,19.657,16.016,26.46,26.637,29.501,26.067,36.839,34.731,36.74,34.014,57.02,47.29,40.587,47.062,45.14,41.107,10.24,20.958,21.872,15.546,18.264,32.494,34.75,28.612,29.025,42.721,42.236,37.806,36.739,64.956,39.209,53.192,50.129,38.856,44.073,20.83,19.134,19.482,16.771,30.441,29.942,29.621,26.408,39.688,37.697,36.627,33.905,56.307,40.186,46.492,48.59,45.438,46.803,5.378,11.456,8.902,13.617,18.774,17.009,16.704,25.375,25.712,25.258,24.427,57.385,43.476,36.657,34.296,32.59,26.35,14.521,8.001,12.712,15.104,18.374,14.861,23.711,22.756,24.757,22.608,52.478,43.257,32.771,33.815,37.065,30.073,9.354,20.167,25.43,14.108,17.936,30.249,31.634,24.676,25.274,61.415,34.916,46.293,36.19,26.33,30.57,14.758,17.264,13.734,11.45,24.462,24.276,21.244,19.635,52.543,35.48,38.116,32.63,33.517,32.58,9.38,13.71,10.498,11.869,13.363,15.742,14.627,49.573,42.626,28.742,21.698,34.352,24.45,19.618,11.124,11.67,8.097,17.997,13.569,40.539,43.054,22.651,23.509,42.804,33.318,10.189,19.319,22.633,11.196,13.937,55.175,31.307,41.592,22.53,24.626,27.229,14.859,15.309,11.02,8.228,45.605,32.879,33.733,22.232,34.747,32.603,6.581,13.108,11.549,43.548,43.578,26.319,12.408,40.039,30.114,17.013,12.984,38.139,44.936,21.293,17.975,45.092,34.619,6.278,47.885,31.362,38.188,13.353,32.301,32.32,42.219,32.304,33.829,15.972,37.393,35.406,58.968,37.302,48.911,79.49,72.679,64.283,42.184,41.822,57.355,36.856,62.592,45.133,38.314,32.693,26.643,60.341,0.592,2.956,65.605,509.678,0.006
0.12400029335384301,0.065941,0.302052,62.9,0.621,3.449,67.94,-0.0222073061853453,0.015348179736805,0.0197421155324401,1.202361,1.046661,0.871242,,,,,,,,,,,,,,,,,,,,,,,,,0.299925,5.775,13.581,12.899,14.625,14.855,17.914,16.991,27.315,29.347,29.405,27.901,38.526,37.256,37.927,36.061,62.176,48.54,43.851,48.183,41.979,38.493,15.111,10.086,15.632,13.802,19.652,16.019,26.44,26.624,29.492,26.053,36.808,34.67,36.721,33.972,56.985,47.274,40.575,47.049,45.121,41.123,10.218,20.969,21.869,15.546,18.24,32.482,34.734,28.607,29.01,42.699,42.181,37.792,36.699,64.916,39.191,53.179,50.118,38.849,44.1,20.832,19.122,19.474,16.767,30.426,29.932,29.617,26.4,39.669,37.643,36.62,33.873,56.293,40.187,46.486,48.587,45.418,46.814,5.396,11.463,8.92,13.608,18.776,17.011,16.71,25.356,25.677,25.25,24.405,57.353,43.464,36.645,34.288,32.573,26.361,14.525,8.02,12.701,15.095,18.372,14.851,23.685,22.706,24.741,22.571,52.429,43.229,32.758,33.806,37.058,30.105,9.323,20.162,25.422,14.108,17.933,30.237,31.6,24.67,25.25,61.38,34.898,46.283,36.184,26.317,30.59,14.766,17.283,13.72,11.456,24.462,24.256,21.236,19.613,52.534,35.441,38.138,32.632,33.478,32.599,9.376,13.71,10.501,11.855,13.344,15.733,14.612,49.525,42.595,28.726,21.7,34.346,24.479,19.608,11.113,11.649,8.048,17.974,13.534,40.492,43.009,22.653,23.504,42.789,33.346,10.193,19.316,22.616,11.192,13.926,55.135,31.279,41.578,22.525,24.618,27.248,14.857,15.279,11.016,8.202,45.562,32.846,33.723,22.238,34.742,32.632,6.6,13.106,11.56,43.498,43.551,26.286,12.43,40.033,30.124,17.002,12.967,38.076,44.881,21.274,18.016,45.082,34.649,6.289,47.839,31.337,38.161,13.352,32.298,32.329,42.174,32.268,33.806,16.003,37.387,35.423,58.928,37.261,48.871,79.443,72.651,64.244,42.15,41.804,57.343,36.839,62.567,45.135,38.303,32.693,26.635,61.834,0.599,2.956,66.666,461.558,0.007
0.12800006017514726,0.06806799999999999,0.304179,63.753,0.61,3.449,68.152,-0.0215729082256357,0.0143394782368901,0.0200825902126817,1.202021,1.04843,0.870324,,,,,,,,,,,,,,,,,,,,,,,,,0.302052,5.772,13.582,12.895,14.618,14.85,17.918,16.992,27.296,29.319,29.4,27.882,38.49,37.21,37.903,36.018,62.116,48.528,43.806,48.176,41.954,38.497,15.102,10.069,15.62,13.79,19.644,16.015,26.418,26.592,29.477,26.024,36.772,34.62,36.689,33.921,56.928,47.245,40.541,47.039,45.086,41.129,10.227,20.967,21.864,15.537,18.214,32.468,34.709,28.603,28.991,42.677,42.142,37.781,36.665,64.881,39.192,53.145,50.119,38.815,44.094,20.817,19.097,19.462,16.738,30.397,29.888,29.6,26.363,39.633,37.583,36.593,33.82,56.246,40.172,46.443,48.575,45.382,46.81,5.403,11.479,8.947,13.594,18.759,17.013,16.706,25.323,25.644,25.228,24.372,57.281,43.448,36.598,34.286,32.559,26.376,14.534,8.05,12.689,15.07,18.368,14.835,23.653,22.665,24.713,22.526,52.349,43.197,32.716,33.804,37.044,30.136,9.301,20.161,25.413,14.109,17.928,30.222,31.577,24.659,25.223,61.327,34.878,46.253,36.188,26.29,30.6,14.786,17.295,13.71,11.451,24.466,24.248,21.222,19.585,52.493,35.388,38.142,32.647,33.439,32.628,9.381,13.709,10.512,11.834,13.332,15.711,14.593,49.447,42.564,28.688,21.71,34.333,24.507,19.602,11.106,11.652,8.031,17.954,13.508,40.41,42.962,22.635,23.527,42.775,33.386,10.199,19.305,22.6,11.18,13.91,55.071,31.254,41.541,22.527,24.603,27.258,14.869,15.264,11.017,8.179,45.495,32.807,33.699,22.266,34.733,32.665,6.622,13.095,11.577,43.431,43.528,26.243,12.457,40.014,30.125,16.98,12.949,37.979,44.827,21.246,18.052,45.069,34.686,6.3,47.774,31.324,38.111,13.357,32.285,32.324,42.109,32.233,33.769,16.045,37.371,35.436,58.882,37.191,48.806,79.366,72.594,64.189,42.127,41.781,57.324,36.815,62.515,45.125,38.297,32.7,26.614,62.9,0.621,3.449,67.94,424.453,0.007
0.1319998269964516,0.07019500000000004,0.306306,63.753,0.61,3.449,68.789,-0.0204669951427412,0.0134743759697872,0.018380516826876,1.202081,1.048526,0.869788,,,,,,,,,,,,,,,,,,,,,,,,,0.304179,5.749,13.585,12.898,14.616,14.828,17.915,16.994,27.273,29.281,29.393,27.86,38.461,37.154,37.876,35.967,61.904,48.508,43.768,48.162,41.943,38.503,15.101,10.071,15.6,13.773,19.622,15.993,26.381,26.546,29.455,25.99,36.735,34.571,36.65,33.862,56.732,47.215,40.51,47.014,45.051,41.117,10.262,20.967,21.854,15.525,18.209,32.454,34.68,28.596,28.98,42.662,42.114,37.766,36.626,64.7,39.191,53.123,50.111,38.785,44.083,20.807,19.087,19.452,16.695,30.357,29.819,29.577,26.315,39.589,37.535,36.548,33.745,56.024,40.142,46.393,48.542,45.363,46.805,5.361,11.486,8.986,13.578,18.742,17.012,16.7,25.3,25.58,25.206,24.335,57.076,43.425,36.563,34.275,32.55,26.382,14.516,8.073,12.674,15.076,18.361,14.841,23.645,22.636,24.698,22.506,52.186,43.178,32.712,33.803,37.006,30.117,9.328,20.161,25.399,14.111,17.931,30.215,31.539,24.651,25.195,61.133,34.863,46.228,36.186,26.277,30.602,14.793,17.265,13.723,11.431,24.457,24.212,21.203,19.535,52.264,35.338,38.114,32.647,33.457,32.675,9.385,13.719,10.517,11.823,13.26,15.699,14.576,49.241,42.528,28.65,21.718,34.341,24.536,19.602,11.086,11.671,8.03,17.939,13.484,40.2,42.9,22.627,23.553,42.777,33.429,10.217,19.305,22.567,11.173,13.895,54.881,31.221,41.517,22.523,24.597,27.262,14.875,15.251,11.016,8.15,45.289,32.767,33.67,22.281,34.744,32.692,6.569,13.09,11.597,43.253,43.492,26.207,12.475,40.013,30.131,16.956,12.963,37.873,44.806,21.219,18.044,45.014,34.621,6.304,47.585,31.292,38.069,13.359,32.289,32.323,41.923,32.181,33.741,16.082,37.366,35.445,58.695,37.046,48.653,79.176,72.424,64.126,42.082,41.769,57.296,36.796,62.483,45.121,38.293,32.701,26.597,63.753,0.61,3.449,68.152,388.388,0.007
