baseline ischemic flow [ml/cycle],mild_sten ischemic flow [ml/cycle],mild_sten_dob ischemic flow [ml/cycle],mod_sten ischemic flow [ml/cycle],mod_sten_dob ischemic flow [ml/cycle]
0.00852023306682117,0.008690099165250823,0.015154389312441263,0.002525259607067919,0.004296478153454701
