cardiac cycle [%],t abs [s],t [s],LVP [mmHg],ECG [mV],LAD Flow [ml/s],AoP [mmHg],rad strain,circ strain,long strain,tissue vol ischemic [ml],tissue vol border [ml],tissue vol remote [ml]
0.0,0.0,0.462516,3.228,0.485,15.348,13.266,0.0,0.0,0.0,1.066418,0.905113,1.29595
0.009900814605289417,0.0067030000000000145,0.469219,5.246,0.567,15.348,14.082,0.00330259554458467,-0.00198920194987014,-0.00143318730218617,1.063891,0.903188,1.296107
0.019801629210578833,0.013406000000000029,0.475922,10.292,0.278,14.853,15.715,0.00556499059422169,-0.00346596387437894,-0.00247904760770905,1.06084,0.899889,1.2952
0.02970244381586825,0.020109000000000044,0.482625,12.31,0.756,14.853,18.368,0.00618556291247137,-0.00398559627264058,-0.00303337585877812,1.062467,0.894293,1.289117
0.03960325842115758,0.026812000000000002,0.489328,13.723,0.574,14.357,21.633,0.00716999254790372,-0.00358125735807289,-0.0025983737923505,1.059188,0.890557,1.285846
0.049504073026447,0.03351500000000002,0.496031,13.117,0.624,14.357,26.123,0.00664007257990374,-0.00216978758310096,-0.00198082462824102,1.057527,0.89002,1.289424
0.05940488763173642,0.04021800000000003,0.502734,11.705,0.838,14.357,31.021,0.00530751989433008,-0.000574127330470092,-0.000922651255448017,1.061203,0.888932,1.288931
0.0693071793091733,0.046921999999999964,0.509438,12.108,0.471,13.862,35.715,0.00333800342592938,0.00213220890503353,-0.000421338642314069,1.058488,0.885919,1.285568
0.07920799391446272,0.05362499999999998,0.516141,11.099,0.885,13.367,40.613,0.00174069495781143,0.00436863886766588,0.000325853717976404,1.058799,0.885267,1.28317
0.08910880851975213,0.06032799999999999,0.522844,7.668,0.56,12.872,45.919,0.00136561826419564,0.00598332370812122,0.000602526780870453,1.058864,0.885957,1.283938
0.09900962312504155,0.06703100000000001,0.529547,7.265,0.656,11.882,51.021,0.00128537615608841,0.00573920117371371,0.000200689593910135,1.057851,0.886159,1.284367
0.10891043773033096,0.07373400000000002,0.53625,6.861,0.821,10.892,55.103,0.00311578935624497,0.00460935263811743,-0.00100891074694514,1.057618,0.885988,1.282587
0.11881125233562038,0.08043700000000004,0.542953,6.659,0.478,9.407,58.368,0.00525209662813082,0.00244253645691248,-0.00242839380715614,1.057233,0.885792,1.279728
0.1287120669409098,0.08714000000000005,0.549656,7.063,0.888,8.912,61.225,0.00742879807649522,-0.000440079651201335,-0.00408374410948364,1.056661,0.886314,1.280068
0.13861288154619922,0.09384300000000007,0.556359,6.861,0.599,7.922,63.266,0.0103819732266813,-0.00375522889195852,-0.00637225138227716,1.055388,0.886669,1.280202
0.14851369615148846,0.10054599999999997,0.563062,7.466,0.71,7.427,64.899,0.0132464775941316,-0.00733886575253307,-0.00908181111920605,1.052526,0.886308,1.278876
0.15841598782892552,0.10725000000000001,0.569766,8.072,0.842,7.427,66.327,0.0165865196832872,-0.0116903428505244,-0.0114900593267481,1.051131,0.885884,1.275849
0.16831680243421493,0.11395300000000003,0.576469,8.274,0.492,7.427,67.348,0.020297010088353,-0.0159556233255906,-0.0137178679142597,1.049493,0.885577,1.275668
0.17821761703950434,0.12065600000000004,0.583172,8.476,0.906,7.922,68.368,0.0238864551299039,-0.0200611736959235,-0.0158645107859835,1.044586,0.885663,1.27568
0.18811843164479375,0.12735900000000006,0.589875,8.879,0.585,8.417,68.98,0.0277092409462633,-0.024898651812496,-0.0184269851159866,1.041741,0.884127,1.273502
0.1980192462500832,0.13406200000000007,0.596578,9.081,0.724,9.407,69.593,0.0304542476530324,-0.0283893071100548,-0.0213058531387394,1.039828,0.883655,1.272481
0.20792006085537243,0.14076499999999997,0.603281,9.081,0.806,9.902,70.001,0.0325418399441361,-0.0312456857097984,-0.0245998953149722,1.038548,0.883518,1.272517
0.21782087546066184,0.147468,0.609984,9.686,0.531,10.892,70.409,0.03558758250054,-0.0364633017207046,-0.0266559170211746,1.033448,0.882551,1.270944
0.22772169006595128,0.154171,0.616687,10.09,0.903,11.387,70.817,0.0384714211463402,-0.0401661401203153,-0.0284430129846397,1.032231,0.882333,1.269988
0.2376239817433883,0.16087500000000005,0.623391,10.292,0.571,12.377,71.225,0.0407200686003512,-0.0441102647806378,-0.0305023077891681,1.02768,0.881432,1.269101
0.24752479634867772,0.16757800000000006,0.630094,10.494,0.756,12.872,71.634,0.0453356199310682,-0.0469358339194095,-0.032229425813422,1.023512,0.880679,1.267674
0.257425610953967,0.17428099999999996,0.636797,10.292,0.831,12.872,72.042,0.0489820385673802,-0.0490229384839224,-0.0345171491047276,1.020441,0.879564,1.267154
0.2673264255592564,0.18098399999999998,0.6435,10.292,0.517,13.367,72.45,0.0520115420988674,-0.0526001451432781,-0.0364592681872042,1.018395,0.879818,1.265705
